Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	root_freqs[1]	root_freqs[2]	tree_length
0	-7920.379	-8171.516	251.1371	1.002825	2.068562	0.471877	0.528123	6.440932
6	-7926.28	-8177.358	251.0783	0.9401848	2.289964	0.468894	0.531106	6.440932
12	-7920.397	-8171.159	250.7623	0.9461943	1.744864	0.503192	0.496808	6.781129
18	-7925.136	-8174.876	249.7397	0.9135631	1.744864	0.515574	0.484426	7.348935
24	-7926.006	-8176.695	250.6889	0.9408034	1.870677	0.518364	0.481636	6.780512
30	-7924.639	-8176.164	251.525	0.9420596	1.609039	0.598786	0.401214	6.420265
36	-7927.502	-8177.335	249.8327	0.902432	1.945078	0.476139	0.523861	7.237766
42	-7924.097	-8175.177	251.0805	0.9841657	1.853127	0.47678	0.52322	6.551263
48	-7933.496	-8184.349	250.853	0.9866267	2.243312	0.508665	0.491335	6.551263
54	-7928.966	-8179.335	250.3689	0.9866267	2.164519	0.549894	0.450106	6.835997
60	-7929.108	-8179.648	250.54	0.8787191	1.788306	0.456275	0.543725	6.922264
66	-7934.459	-8185.677	251.2173	1.02257	2.035455	0.513048	0.486952	6.397077
72	-7927.836	-8177.758	249.9226	0.9078832	2.336056	0.513048	0.486952	7.069398
78	-7940.389	-8189.499	249.1097	0.8646177	2.114608	0.484774	0.515226	7.592971
84	-7936.874	-8187.902	251.0274	0.971861	1.916327	0.416382	0.583618	6.565642
90	-7948.544	-8199.699	251.155	1.046595	2.062235	0.407902	0.592098	6.409461
96	-7942.941	-8193.113	250.1715	0.8930745	1.683173	0.516424	0.483576	7.149995
102	-7930.318	-8180.331	250.0126	0.8419312	1.982007	0.477493	0.522507	7.16182
108	-7939.818	-8189.795	249.9765	0.8201128	2.162369	0.526103	0.473897	7.137604
114	-7931.457	-8181.287	249.8302	0.852062	1.844927	0.592142	0.407858	7.299078
120	-7935.008	-8186.045	251.0362	0.9717547	2.057864	0.532752	0.467248	6.515747
126	-7926.389	-8177.7	251.3111	0.8690368	1.91809	0.532752	0.467248	6.46713
132	-7928.64	-8180.378	251.7387	0.9032971	1.625043	0.434045	0.565955	6.319333
138	-7941.887	-8191.932	250.0454	0.8215887	1.567758	0.492918	0.507082	7.298914
144	-7949.073	-8200.173	251.0998	0.8666012	2.004013	0.478054	0.521946	6.555165
150	-7945.514	-8196.459	250.9457	0.902473	1.937179	0.486072	0.513928	6.640584
156	-7940.253	-8191.421	251.168	0.8694447	1.939867	0.511321	0.488679	6.537269
162	-7938.934	-8190.072	251.1382	0.8993213	1.939867	0.605659	0.394341	6.537269
168	-7932.488	-8182.087	249.5985	0.8658907	2.098235	0.537696	0.462304	7.335253
174	-7932.164	-8183.962	251.798	0.90825	2.425098	0.537696	0.462304	6.029174
180	-7926.89	-8177.697	250.8075	1.02625	2.068808	0.525024	0.474976	6.60667
186	-7924.469	-8175.084	250.6153	0.9069427	2.068808	0.534508	0.465492	6.775002
192	-7944.766	-8195.195	250.4289	0.9942253	2.328455	0.502473	0.497527	6.752137
198	-7942.663	-8193.141	250.4775	0.970323	1.929487	0.552206	0.447794	6.859246
204	-7949.195	-8199.958	250.7629	0.8608403	1.975332	0.552206	0.447794	6.749545
210	-7939.354	-8189.291	249.9367	0.897615	1.762114	0.514328	0.485672	7.245721
216	-7941.666	-8191.217	249.551	0.8702803	1.806617	0.496537	0.503463	7.451987
222	-7952.641	-8203.125	250.4837	0.9465827	1.95941	0.496537	0.503463	6.859039
228	-7949.291	-8200.188	250.8962	0.9449253	1.957201	0.522119	0.477881	6.637899
234	-7949.367	-8198.181	248.8134	0.7802656	2.135052	0.518558	0.481442	7.790432
240	-7935.461	-8186.722	251.2619	0.9162086	1.597956	0.476258	0.523742	6.580935
246	-7931.451	-8183.796	252.3443	0.9507289	1.771516	0.537335	0.462665	5.910471
252	-7936.732	-8189.075	252.3432	0.9435397	1.872861	0.552567	0.447433	5.880084
258	-7925.844	-8177.561	251.7166	0.9435048	1.935098	0.523275	0.476725	6.201002
264	-7936.512	-8187.653	251.1414	0.9762929	2.149733	0.516546	0.483454	6.428217
270	-7924.485	-8174.884	250.3985	0.8871917	2.081238	0.516546	0.483454	6.898783
276	-7934.775	-8184.786	250.0107	0.872498	1.96677	0.465218	0.534782	7.151253
282	-7946.639	-8198.157	251.5176	1.008914	2.206107	0.531285	0.468715	6.189443
288	-7946.676	-8199.287	252.6102	1.018492	1.76714	0.564492	0.435508	5.729514
294	-7945.575	-8197.399	251.8244	1.018492	1.870707	0.499631	0.500369	6.122919
300	-7939.379	-8189.344	249.9648	0.9273695	2.060911	0.537258	0.462742	7.116905
306	-7945.515	-8194.465	248.949	0.9159202	1.765797	0.537258	0.462742	7.763745
312	-7936.394	-8187.505	251.1108	0.9497628	2.03367	0.480279	0.519721	6.4948
318	-7958.376	-8207.75	249.3743	0.9456918	2.21353	0.535852	0.464148	7.378548
324	-7936.802	-8184.726	247.9242	0.8155052	1.89163	0.454558	0.545442	8.321468
330	-7938.791	-8188.438	249.6464	0.8070594	2.050993	0.531984	0.468016	7.355593
336	-7937.56	-8188.198	250.6374	0.9328698	1.741339	0.531984	0.468016	6.85694
342	-7946.876	-8197.48	250.6032	0.9584465	2.21505	0.55075	0.44925	6.709789
348	-7934.768	-8184.154	249.3854	0.8890532	2.021569	0.480372	0.519628	7.460723
354	-7938.063	-8188.874	250.8105	0.9264462	2.021569	0.49547	0.50453	6.673709
360	-7952.603	-8203.824	251.2211	1.018316	2.376632	0.503932	0.496068	6.296603
